episode_id,run_label,seed,decision_index,clock_time,next_clock_time,policy_name,proposed_action,actual_action,inventory_before,inventory_after,active_volume_before,active_volume_after,executed_market_order_volume,executed_limit_order_volume,executed_market_buy_volume,executed_limit_buy_volume,signed_executed_volume,reward_step,reward_cumulative,drift_after,strategic_direction,terminated,intervened,intervention_time,delta,delta_units,intervention_target,direction,clipped,clip_reason,selected_action_index,selected_action_before,selected_action_after,slack_action_index,slack_action_before,slack_action_after,requested_delta,realized_delta,planned_market_sell_before,planned_market_sell_after,planned_active_sell_before,planned_active_sell_after,best_bid_before,best_ask_before,midprice_before,spread_before,imbalance_before,bid_depth_before,ask_depth_before,best_bid_after,best_ask_after,midprice_after,spread_after,imbalance_after,bid_depth_after,ask_depth_after,best_bid_after_execution,best_ask_after_execution,midprice_after_execution,spread_after_execution,imbalance_after_execution,bid_depth_after_execution,ask_depth_after_execution,future_midprice,delta_p_horizon,horizon,curve_delta
episode_3fbd28aa,delta_-3,100,3,45.0,60.0,heuristic_sell_policy,"[0.21978321827362743,0.37465213822244653,0.1775689660836722,0.09409477999012068,0.06166840191067696,0.052179282526667155,0.02005321299278923]","[0.21612012195641161,0.3554326835136855,0.1714906933420372,0.09532960887376671,0.06759760711681088,0.06162619492767739,0.03240309026961068]",13.0,10.0,13.0,10.0,3.0,0.0,0.0,0.0,-3.0,-0.3,-0.44999999999999996,-4.0,sell,False,True,3.0,0.0,normalized,component,delta_-3,False,scripted_action_override,,,,,,,0.0,0.0,3.0,3.0,13.0,13.0,997.0,998.0,997.5,1.0,0.23130539363568547,9.89540097132412,6.1776236779156415,996.0,997.0,996.5,1.0,0.35909699371885706,11.48027053139402,5.413697425934609,997.0,998.0,997.5,1.0,0.19170984455958548,115.0,78.0,996.5,-1.0,1,-3.0
episode_3fbd28aa,delta_-3,100,4,60.0,75.0,heuristic_sell_policy,"[0.25268750272882534,0.35304617557605217,0.16860160455020146,0.0912142579262691,0.06193082304411562,0.05426186899488195,0.018257767179654317]","[0.2400853851935715,0.34815694973514877,0.16831262820766804,0.09404292913309088,0.0672109658023437,0.06169415113343812,0.020496990794738948]",10.0,3.0,10.0,3.0,2.0,5.0,0.0,0.0,-7.0,-0.7000000000000001,-1.15,-4.0,sell,False,True,4.0,0.0,normalized,component,delta_-3,False,scripted_action_override,,,,,,,0.0,0.0,3.0,2.0,10.0,10.0,996.0,997.0,996.5,1.0,0.35909699371885706,11.48027053139402,5.413697425934609,996.0,997.0,996.5,1.0,0.4038212870660319,8.866905577992908,3.7656220231871886,996.0,997.0,996.5,1.0,0.2696629213483146,113.0,65.0,996.5,0.0,1,-3.0
episode_3fbd28aa,delta_-3,100,5,75.0,90.0,heuristic_sell_policy,"[0.2548410038407426,0.3149452414762105,0.15583623811221983,0.09223078562516478,0.07153784472315952,0.07012673819933297,0.04048214802317002]","[0.26175717387633185,0.31433863740972484,0.15544317313699443,0.09186731397953568,0.07112131424858452,0.06962001088703229,0.035852376461796266]",3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.15,-1.2999999999999998,-4.5,sell,False,True,5.0,0.0,normalized,component,delta_-3,False,scripted_action_override,,,,,,,0.0,0.0,1.0,1.0,2.0,2.0,996.0,997.0,996.5,1.0,0.4038212870660319,8.866905577992908,3.7656220231871886,995.0,997.0,996.0,2.0,0.3970872491283581,7.48770939655293,3.2313196422197135,996.0,997.0,996.5,1.0,0.4069767441860465,121.0,51.0,996.0,-0.5,1,-3.0
episode_3fbd28aa,delta_-3,100,6,90.0,105.0,heuristic_sell_policy,"[0.30027536504276614,0.30281847280655566,0.15029590180999478,0.08959957746063497,0.07016344539603454,0.06926671279002243,0.017580524693991666]","[0.2947353922975497,0.3140712830477931,0.15401339157921531,0.08919403306623074,0.06716810591022676,0.06437050693687629,0.016447287162108304]",2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.2,-1.4999999999999998,-5.0,sell,False,True,6.0,0.0,normalized,component,delta_-3,False,scripted_action_override,,,,,,,0.0,0.0,1.0,1.0,2.0,2.0,995.0,997.0,996.0,2.0,0.3970872491283581,7.48770939655293,3.2313196422197135,995.0,996.0,995.5,1.0,0.2890626699412573,10.667160787016398,5.883098615813879,995.0,996.0,995.5,1.0,0.47959183673469385,145.0,51.0,995.5,-0.5,1,-3.0
episode_3fbd28aa,delta_-3,100,7,105.0,120.0,heuristic_sell_policy,"[0.31824678880389834,0.30332503838106084,0.14872965010101594,0.08611411869860618,0.0648278011066745,0.062111896343984146,0.016644706564760026]","[0.31824678880389834,0.30332503838106084,0.14872965010101594,0.08611411869860618,0.0648278011066745,0.062111896343984146,0.016644706564760026]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999999999999998,-5.0,sell,False,False,2.0,3.0,lots,market,minus,False,,0.0,0.31824678880389834,0.31824678880389834,1.0,0.30332503838106084,0.30332503838106084,3.0,0.0,0.0,0.0,0.0,0.0,995.0,996.0,995.5,1.0,0.2890626699412573,10.667160787016398,5.883098615813879,995.0,996.0,995.5,1.0,0.16097065765065713,7.170514322576862,5.182105057291241,995.0,996.0,995.5,1.0,0.3969849246231156,139.0,60.0,995.5,0.0,1,-3.0
episode_3fbd28aa,delta_-3,100,8,120.0,135.0,heuristic_sell_policy,"[0.3866569666176326,0.2726618897131006,0.1333387595738496,0.07669723635255374,0.05720695391924996,0.05440980002488416,0.019028393798729115]","[0.3866569666176327,0.2726618897131007,0.13333875957384964,0.07669723635255375,0.05720695391924997,0.05440980002488417,0.01902839379872912]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999999999999998,-6.0,sell,False,False,2.0,3.0,lots,market,minus,False,,0.0,0.3866569666176327,0.3866569666176327,1.0,0.2726618897131007,0.2726618897131007,3.0,0.0,0.0,0.0,0.0,0.0,995.0,996.0,995.5,1.0,0.16097065765065713,7.170514322576862,5.182105057291241,994.0,995.0,994.5,1.0,0.4884008340008397,9.436334105914822,3.243494997042397,995.0,996.0,995.5,1.0,0.16097065765065713,7.170514322576862,5.182105057291241,994.5,-1.0,1,-3.0
episode_3fbd28aa,delta_-3,100,9,135.0,150.0,heuristic_sell_policy,"[0.39037115371460984,0.27837874878166413,0.13473714861319702,0.07551072764449417,0.05421449170139099,0.04996138650461509,0.016826343040028672]","[0.39037115371460984,0.27837874878166413,0.13473714861319702,0.07551072764449417,0.05421449170139099,0.04996138650461509,0.016826343040028672]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999999999999998,-6.0,sell,False,False,2.0,3.0,lots,market,minus,False,,0.0,0.39037115371460984,0.39037115371460984,1.0,0.27837874878166413,0.27837874878166413,3.0,0.0,0.0,0.0,0.0,0.0,994.0,995.0,994.5,1.0,0.4884008340008397,9.436334105914822,3.243494997042397,994.0,995.0,994.5,1.0,0.12735694966827948,9.381182938230697,7.261607867274294,994.0,995.0,994.5,1.0,0.4884008340008397,9.436334105914822,3.243494997042397,994.5,0.0,1,-3.0
episode_3fbd28aa,delta_-3,100,10,150.0,150.0,heuristic_sell_policy,"[0.4486903443455139,0.254417338830722,0.12233197129192436,0.06739575879070095,0.04712489620502968,0.042430179387674495,0.01760951114843484]","[0.4486903443455138,0.25441733883072193,0.12233197129192433,0.06739575879070094,0.047124896205029666,0.04243017938767449,0.017609511148434835]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.25,-1.7499999999999998,-6.0,sell,True,False,2.0,3.0,lots,market,minus,False,,0.0,0.4486903443455138,0.4486903443455138,1.0,0.25441733883072193,0.25441733883072193,3.0,0.0,0.0,0.0,0.0,0.0,994.0,995.0,994.5,1.0,0.12735694966827948,9.381182938230697,7.261607867274294,994.0,995.0,994.5,1.0,0.11386515486283136,9.127789089912822,7.261607867274294,994.0,995.0,994.5,1.0,0.2780487804878049,131.0,74.0,994.5,0.0,1,-3.0
episode_3fbd28aa,baseline,100,0,0.0,15.0,heuristic_sell_policy,"[0.08387583273748951,0.4272810754774732,0.20083485091701664,0.1039567371155759,0.06529732830410914,0.052797269898033516,0.06595690555030202]","[0.08387583273748951,0.4272810754774732,0.20083485091701664,0.1039567371155759,0.06529732830410914,0.052797269898033516,0.06595690555030202]",20.0,18.0,0.0,17.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,sell,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,2.0,2.0,19.0,19.0,999.0,1000.0,999.5,1.0,0.2817300756771457,8.531965511484378,4.781236188923392,999.0,1000.0,999.5,1.0,-0.3337623710980462,5.83365820889904,11.678586539310896,999.0,1000.0,999.5,1.0,0.08888888888888889,98.0,82.0,999.5,0.0,1,-2.0
episode_3fbd28aa,baseline,100,1,15.0,30.0,heuristic_sell_policy,"[0.25408950819632364,0.3700911282520186,0.17261810769906133,0.08737099896001198,0.05255024292341655,0.04038750771082443,0.022892506258343475]","[0.25408950819632364,0.3700911282520186,0.17261810769906133,0.08737099896001198,0.05255024292341655,0.04038750771082443,0.022892506258343475]",18.0,13.0,17.0,13.0,5.0,0.0,0.0,0.0,-5.0,-0.15,-0.15,-2.0,sell,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,5.0,5.0,18.0,18.0,999.0,1000.0,999.5,1.0,-0.3337623710980462,5.83365820889904,11.678586539310896,998.0,999.0,998.5,1.0,-0.00017177939651259345,7.4589859606283175,7.461549001119692,998.0,1000.0,999.0,2.0,-0.05142857142857143,83.0,92.0,998.5,-1.0,1,-2.0
episode_3fbd28aa,delta_-2,100,2,30.0,45.0,heuristic_sell_policy,"[0.19686641113668696,0.3758754473787228,0.1791377820987481,0.09638005740738616,0.06483682135084803,0.05630573842038855,0.030597742207219322]","[0.07692307692307693,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0]",13.0,12.0,13.0,12.0,1.0,0.0,0.0,0.0,-1.0,-0.05,-0.2,-3.0,sell,False,True,2.0,2.0,lots,market,minus,False,,0.0,0.19686641113668696,0.07692307692307693,1.0,0.3758754473787228,0.5384615384615384,2.0,-2.0,3.0,1.0,13.0,13.0,998.0,999.0,998.5,1.0,-0.00017177939651259345,7.4589859606283175,7.461549001119692,997.0,998.0,997.5,1.0,0.2581577338384809,10.111200134308772,5.961824514930991,998.0,999.0,998.5,1.0,-0.0594059405940594,95.0,107.0,997.5,-1.0,1,-2.0
episode_3fbd28aa,delta_-2,100,3,45.0,60.0,heuristic_sell_policy,"[0.21409000841627113,0.37262449501019207,0.17764062268865835,0.0956508767441265,0.06443266455590335,0.05602757303704492,0.019533759547803835]","[0.21612012195641161,0.3554326835136855,0.1714906933420372,0.09532960887376671,0.06759760711681088,0.06162619492767739,0.03240309026961068]",12.0,9.0,12.0,9.0,3.0,0.0,0.0,0.0,-3.0,-0.3,-0.5,-4.0,sell,False,True,3.0,0.0,normalized,component,delta_-2,False,scripted_action_override,,,,,,,0.0,0.0,3.0,3.0,12.0,12.0,997.0,998.0,997.5,1.0,0.2581577338384809,10.111200134308772,5.961824514930991,996.0,997.0,996.5,1.0,0.36730271051550156,11.48027053139402,5.312310135787893,997.0,998.0,997.5,1.0,0.22279792746113988,118.0,75.0,996.5,-1.0,1,-2.0
episode_3fbd28aa,delta_-2,100,4,60.0,75.0,heuristic_sell_policy,"[0.24982829931651027,0.35019512363410776,0.16813538229700892,0.09226831639162003,0.06411669533479773,0.057405005684174296,0.018051177341781154]","[0.2400853851935715,0.34815694973514877,0.16831262820766804,0.09404292913309088,0.0672109658023437,0.06169415113343812,0.020496990794738948]",9.0,2.0,9.0,2.0,2.0,5.0,0.0,0.0,-7.0,-0.7000000000000001,-1.2,-4.0,sell,False,True,4.0,0.0,normalized,component,delta_-2,False,scripted_action_override,,,,,,,0.0,0.0,2.0,2.0,9.0,9.0,996.0,997.0,996.5,1.0,0.36730271051550156,11.48027053139402,5.312310135787893,996.0,997.0,996.5,1.0,0.43360793100473544,9.219323497902126,3.642384781628414,996.0,997.0,996.5,1.0,0.2768361581920904,113.0,64.0,996.5,0.0,1,-2.0
episode_3fbd28aa,delta_-2,100,5,75.0,90.0,heuristic_sell_policy,"[0.24731991699051636,0.31128006546708226,0.15468322730295006,0.09247851721152243,0.07268692424782323,0.07195277326810869,0.04959857551199701]","[0.26175717387633185,0.31433863740972484,0.15544317313699443,0.09186731397953568,0.07112131424858452,0.06962001088703229,0.035852376461796266]",2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0,-0.15,-1.3499999999999999,-4.5,sell,False,True,5.0,0.0,normalized,component,delta_-2,False,scripted_action_override,,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,996.0,997.0,996.5,1.0,0.43360793100473544,9.219323497902126,3.642384781628414,995.0,997.0,996.0,2.0,0.38350197930903307,7.489302018715401,3.3372846153793447,996.0,997.0,996.5,1.0,0.4152046783625731,121.0,50.0,996.0,-0.5,1,-2.0
episode_3fbd28aa,delta_-2,100,6,90.0,105.0,heuristic_sell_policy,"[0.29908356407144554,0.29841465899408365,0.14892909510312696,0.08993437156931083,0.07159980359526556,0.07153502119973722,0.02050348546703045]","[0.2947353922975497,0.3140712830477931,0.15401339157921531,0.08919403306623074,0.06716810591022676,0.06437050693687629,0.016447287162108304]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3499999999999999,-5.0,sell,False,True,6.0,0.0,normalized,component,delta_-2,False,scripted_action_override,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,995.0,997.0,996.0,2.0,0.38350197930903307,7.489302018715401,3.3372846153793447,995.0,996.0,995.5,1.0,0.2815731985827841,10.68786966556984,5.991426807528883,995.0,997.0,996.0,2.0,0.36585365853658536,112.0,52.0,995.5,-0.5,1,-2.0
episode_3fbd28aa,delta_-2,100,7,105.0,120.0,heuristic_sell_policy,"[0.3222374124330765,0.30176302803957034,0.14788632025132772,0.08551580752757576,0.06426167864245981,0.06148233191580428,0.016853421190185507]","[0.3222374124330765,0.30176302803957034,0.14788632025132772,0.08551580752757576,0.06426167864245981,0.06148233191580428,0.016853421190185507]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3499999999999999,-5.0,sell,False,False,2.0,2.0,lots,market,minus,False,,0.0,0.3222374124330765,0.3222374124330765,1.0,0.30176302803957034,0.30176302803957034,2.0,0.0,0.0,0.0,0.0,0.0,995.0,996.0,995.5,1.0,0.2815731985827841,10.68786966556984,5.991426807528883,995.0,996.0,995.5,1.0,0.1647080974770233,7.255724272291322,5.203576539660762,995.0,996.0,995.5,1.0,0.2815731985827841,10.68786966556984,5.991426807528883,995.5,0.0,1,-2.0
episode_3fbd28aa,delta_-2,100,8,120.0,135.0,heuristic_sell_policy,"[0.38573410578062434,0.2732503791685756,0.13359510230579688,0.07679988507354032,0.057236092601757486,0.05440145765020659,0.01898297741949862]","[0.38573410578062445,0.2732503791685757,0.13359510230579694,0.07679988507354035,0.05723609260175751,0.05440145765020661,0.01898297741949863]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3499999999999999,-6.0,sell,False,False,2.0,2.0,lots,market,minus,False,,0.0,0.38573410578062445,0.38573410578062445,1.0,0.2732503791685757,0.2732503791685757,2.0,0.0,0.0,0.0,0.0,0.0,995.0,996.0,995.5,1.0,0.1647080974770233,7.255724272291322,5.203576539660762,994.0,995.0,994.5,1.0,0.40116059731550197,9.23125044453457,3.9453268332176283,995.0,996.0,995.5,1.0,0.1647080974770233,7.255724272291322,5.203576539660762,994.5,-1.0,1,-2.0
episode_3fbd28aa,delta_-2,100,9,135.0,150.0,heuristic_sell_policy,"[0.3987990241162385,0.2746166903909105,0.13283829701621436,0.07433428156027472,0.053247856072076,0.04897423752384525,0.017189613320440795]","[0.3987990241162384,0.27461669039091047,0.13283829701621433,0.0743342815602747,0.05324785607207599,0.048974237523845235,0.01718961332044079]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3499999999999999,-6.0,sell,False,False,2.0,2.0,lots,market,minus,False,,0.0,0.3987990241162384,0.3987990241162384,1.0,0.27461669039091047,0.27461669039091047,2.0,0.0,0.0,0.0,0.0,0.0,994.0,995.0,994.5,1.0,0.40116059731550197,9.23125044453457,3.9453268332176283,994.0,995.0,994.5,1.0,0.11898088281015547,9.226867298972719,7.2646875447540165,994.0,995.0,994.5,1.0,0.40116059731550197,9.23125044453457,3.9453268332176283,994.5,0.0,1,-2.0
episode_3fbd28aa,delta_-2,100,10,150.0,150.0,heuristic_sell_policy,"[0.45297333497865105,0.2523719002452056,0.12133242969256149,0.06682185826537845,0.046697937807270204,0.04202493560855681,0.017777603402376437]","[0.45297333497865105,0.2523719002452056,0.12133242969256149,0.06682185826537845,0.046697937807270204,0.04202493560855681,0.017777603402376437]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.25,-1.5999999999999999,-6.0,sell,True,False,2.0,2.0,lots,market,minus,False,,0.0,0.45297333497865105,0.45297333497865105,1.0,0.2523719002452056,0.2523719002452056,2.0,0.0,0.0,0.0,0.0,0.0,994.0,995.0,994.5,1.0,0.11898088281015547,9.226867298972719,7.2646875447540165,994.0,995.0,994.5,1.0,0.10523272348290949,8.973473450654843,7.2646875447540165,994.0,995.0,994.5,1.0,0.25961538461538464,131.0,77.0,994.5,0.0,1,-2.0
episode_3fbd28aa,baseline,100,0,0.0,15.0,heuristic_sell_policy,"[0.08387583273748951,0.4272810754774732,0.20083485091701664,0.1039567371155759,0.06529732830410914,0.052797269898033516,0.06595690555030202]","[0.08387583273748951,0.4272810754774732,0.20083485091701664,0.1039567371155759,0.06529732830410914,0.052797269898033516,0.06595690555030202]",20.0,18.0,0.0,17.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,sell,False,False,,0.0,normalized,component,baseline,False,,,,,,,,0.0,0.0,2.0,2.0,19.0,19.0,999.0,1000.0,999.5,1.0,0.2817300756771457,8.531965511484378,4.781236188923392,999.0,1000.0,999.5,1.0,-0.3337623710980462,5.83365820889904,11.678586539310896,999.0,1000.0,999.5,1.0,0.08888888888888889,98.0,82.0,999.5,0.0,1,-1.0
