seed,t0,delta,delta_units,intervention_target,branch_from_state,horizon,strategic_direction,baseline_signed_executed_volume,baseline_planned_market_sell,X_plus,X_minus,planned_market_sell_plus,planned_market_sell_minus,local_treatment_difference,DeltaP_plus,DeltaP_minus,local_outcome_difference,beta_action_hat,beta_exec_hat,beta_true_hat,selected_action_index,selected_slack_index,plus_clipped,minus_clipped,market_env,volume,terminal_time,time_delta,drop_feature,policy_kind,fixed_action,action_index,slack_index,adaptive_intervention,intervention_mode,usable_pair,absolute_beta_action_hat,absolute_beta_exec_hat,absolute_beta_true_hat,warnings
239,3,1.0,lots,market,True,5,sell,-1.0,1.0,-2.0,0.0,2.0,0.0,-2.0,-1.0,-2.0,1.0,0.5,-0.5,0.5,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,0.5,0.5,
240,5,1.0,lots,market,True,5,sell,-4.0,2.0,-5.0,-3.0,3.0,1.0,-2.0,-1.5,-2.0,0.5,0.25,-0.25,0.25,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.25,0.25,0.25,
241,1,1.0,lots,market,True,5,buy,-5.0,1.0,-6.0,-4.0,2.0,0.0,-2.0,2.0,3.0,-1.0,-0.5,0.5,-0.5,0,5,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,0.5,0.5,
242,0,1.0,lots,market,True,5,sell,-8.0,2.0,-3.0,-9.0,3.0,1.0,6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
243,1,1.0,lots,market,True,5,sell,-5.0,5.0,-6.0,-4.0,6.0,4.0,-2.0,-3.0,-4.0,1.0,0.5,-0.5,0.5,0,4,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,0.5,0.5,
244,0,1.0,lots,market,True,5,sell,-2.0,2.0,-3.0,-1.0,3.0,1.0,-2.0,-2.0,-3.0,1.0,0.5,-0.5,0.5,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,0.5,0.5,
245,0,1.0,lots,market,True,5,sell,-7.0,2.0,-8.0,-1.0,3.0,1.0,-7.0,-3.5,-2.5,-1.0,-0.5,0.14285714285714285,-0.5,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,0.14285714285714285,0.5,
246,1,1.0,lots,market,True,5,sell,-2.0,2.0,-3.0,-1.0,3.0,1.0,-2.0,-2.5,-2.5,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
247,2,1.0,lots,market,True,5,buy,-3.0,1.0,-4.0,-2.0,2.0,0.0,-2.0,2.0,2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
248,1,1.0,lots,market,True,5,sell,-3.0,3.0,-4.0,-2.0,4.0,2.0,-2.0,-3.0,-3.0,0.0,0.0,-0.0,0.0,0,5,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
249,1,1.0,lots,market,True,5,sell,-2.0,2.0,-3.0,-1.0,3.0,1.0,-2.0,-3.0,-3.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
250,1,1.0,lots,market,True,5,buy,-8.0,3.0,-9.0,-7.0,4.0,2.0,-2.0,2.0,2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
252,3,1.0,lots,market,True,5,sell,-3.0,1.0,-4.0,-2.0,2.0,0.0,-2.0,-2.5,-2.5,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
253,0,1.0,lots,market,True,5,sell,-7.0,3.0,-6.0,-6.0,4.0,2.0,0.0,-2.5,-3.5,1.0,0.5,,0.5,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,,0.5,
254,1,1.0,lots,market,True,5,buy,-8.0,4.0,-9.0,-7.0,5.0,3.0,-2.0,2.0,2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
255,3,1.0,lots,market,True,5,buy,-3.0,1.0,-4.0,-2.0,2.0,0.0,-2.0,2.0,2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
256,3,1.0,lots,market,True,5,buy,-1.0,1.0,-2.0,0.0,2.0,0.0,-2.0,1.0,1.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
257,1,1.0,lots,market,True,5,sell,-5.0,5.0,-6.0,-4.0,6.0,4.0,-2.0,-3.0,-3.0,0.0,0.0,-0.0,0.0,0,5,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
258,3,1.0,lots,market,True,5,sell,-3.0,1.0,-4.0,-2.0,2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
260,1,1.0,lots,market,True,5,sell,-3.0,3.0,-4.0,-4.0,4.0,2.0,0.0,-3.0,-3.0,0.0,0.0,,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,,0.0,
261,1,1.0,lots,market,True,5,buy,-9.0,4.0,-10.0,-8.0,5.0,3.0,-2.0,2.0,2.0,0.0,0.0,-0.0,0.0,0,5,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
262,0,1.0,lots,market,True,5,sell,-2.0,2.0,-3.0,-1.0,3.0,1.0,-2.0,-2.0,-3.0,1.0,0.5,-0.5,0.5,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.5,0.5,0.5,
263,4,1.0,lots,market,True,5,sell,-3.0,1.0,-4.0,-2.0,2.0,0.0,-2.0,-2.0,-2.5,0.5,0.25,-0.25,0.25,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.25,0.25,0.25,
265,5,1.0,lots,market,True,5,sell,-2.0,2.0,-3.0,-1.0,3.0,1.0,-2.0,-1.5,-2.0,0.5,0.25,-0.25,0.25,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.25,0.25,0.25,
266,2,1.0,lots,market,True,5,buy,-4.0,1.0,-5.0,-3.0,2.0,0.0,-2.0,2.0,2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
267,3,1.0,lots,market,True,5,sell,-1.0,1.0,-2.0,0.0,2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-0.0,0.0,0,6,False,False,strategic,20,150,15,,heuristic_sell,,0,-1,True,random,True,0.0,0.0,0.0,
